post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"246ccb3aedf70e3e01898ba2084d33b1";s:8:"username";s:35:"8F6C23E0DBC1451E93720C936987D325@qq";}, 2017-06-09 00:01:28
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"14ff333f58438da33f8e66b67c75f9b6";s:8:"username";s:35:"C2E3708BBD238AFA568500F6A961DC06@qq";}, 2017-06-09 11:25:49
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"e9e636ef4fbab4575ef5bb127bb99e90";s:8:"username";s:41:"71E18361-F0C8-4504-B890-9E55D210426D@u591";}, 2017-06-09 11:36:22
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"1e521e529c477e4aa325cf1f82154db2";s:8:"username";s:35:"ojKm5wGGwxz4zm9G454A0MRUa5tA@weixin";}, 2017-06-09 12:18:28
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"259881743a9bfd714493aaa4d527de0d";s:8:"username";s:35:"ojKm5wFeTI0UFz0bsx0zYpKvNYlY@weixin";}, 2017-06-09 13:06:21
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"259881743a9bfd714493aaa4d527de0d";s:8:"username";s:35:"ojKm5wFeTI0UFz0bsx0zYpKvNYlY@weixin";}, 2017-06-09 13:06:59
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"259881743a9bfd714493aaa4d527de0d";s:8:"username";s:35:"ojKm5wFeTI0UFz0bsx0zYpKvNYlY@weixin";}, 2017-06-09 13:29:58
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"4720220150357041bcd273d71cbad5eb";s:8:"username";s:41:"E1FCAC41-80D0-43BE-A86A-00480B1F6B25@u591";}, 2017-06-09 15:38:09
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"259881743a9bfd714493aaa4d527de0d";s:8:"username";s:35:"ojKm5wFeTI0UFz0bsx0zYpKvNYlY@weixin";}, 2017-06-09 16:17:52
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"e9e636ef4fbab4575ef5bb127bb99e90";s:8:"username";s:41:"71E18361-F0C8-4504-B890-9E55D210426D@u591";}, 2017-06-09 16:28:47
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"e9e636ef4fbab4575ef5bb127bb99e90";s:8:"username";s:41:"71E18361-F0C8-4504-B890-9E55D210426D@u591";}, 2017-06-09 16:28:53
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"4720220150357041bcd273d71cbad5eb";s:8:"username";s:41:"E1FCAC41-80D0-43BE-A86A-00480B1F6B25@u591";}, 2017-06-09 16:48:49
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"9cef0cd8bd99b5657e429c90371d15af";s:8:"username";s:35:"EA799DBD4B430FD78C6DED78A05E886D@qq";}, 2017-06-09 16:55:00
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"4720220150357041bcd273d71cbad5eb";s:8:"username";s:41:"E1FCAC41-80D0-43BE-A86A-00480B1F6B25@u591";}, 2017-06-09 17:01:40
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"4720220150357041bcd273d71cbad5eb";s:8:"username";s:41:"E1FCAC41-80D0-43BE-A86A-00480B1F6B25@u591";}, 2017-06-09 17:02:55
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"4720220150357041bcd273d71cbad5eb";s:8:"username";s:41:"E1FCAC41-80D0-43BE-A86A-00480B1F6B25@u591";}, 2017-06-09 17:20:15
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"e9e636ef4fbab4575ef5bb127bb99e90";s:8:"username";s:41:"71E18361-F0C8-4504-B890-9E55D210426D@u591";}, 2017-06-09 17:39:25
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"4720220150357041bcd273d71cbad5eb";s:8:"username";s:41:"E1FCAC41-80D0-43BE-A86A-00480B1F6B25@u591";}, 2017-06-09 17:41:03
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"4720220150357041bcd273d71cbad5eb";s:8:"username";s:41:"E1FCAC41-80D0-43BE-A86A-00480B1F6B25@u591";}, 2017-06-09 18:01:56
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"4720220150357041bcd273d71cbad5eb";s:8:"username";s:41:"E1FCAC41-80D0-43BE-A86A-00480B1F6B25@u591";}, 2017-06-09 18:03:27
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"e9e636ef4fbab4575ef5bb127bb99e90";s:8:"username";s:41:"71E18361-F0C8-4504-B890-9E55D210426D@u591";}, 2017-06-09 18:03:35
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"4720220150357041bcd273d71cbad5eb";s:8:"username";s:41:"E1FCAC41-80D0-43BE-A86A-00480B1F6B25@u591";}, 2017-06-09 18:47:11
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"4720220150357041bcd273d71cbad5eb";s:8:"username";s:41:"E1FCAC41-80D0-43BE-A86A-00480B1F6B25@u591";}, 2017-06-09 18:48:28
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"804c6ab960e8244fc71a70591513a6d2";s:8:"username";s:35:"F464FF84B6FEB42D69E81387E16D71B8@qq";}, 2017-06-09 19:10:46
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"d6184b30ce8848d0348a39a01ea08b09";s:8:"username";s:35:"3F3DB4697F655649030649DFE1CDD3E8@qq";}, 2017-06-09 19:32:27
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"8bc146a300cc109b84899c0d51f6521c";s:8:"username";s:35:"142B5FDBE70CB711F4C811728F419203@qq";}, 2017-06-09 21:11:49
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"690aa6364b845d814a0fef63b7e0627a";s:8:"username";s:35:"0B3C0319DD9D0CE142BBAD6AF09CD64E@qq";}, 2017-06-09 21:44:00
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"cafb8d2cbd727a7ad3085dbe594e8d0c";s:8:"username";s:35:"FC7A67F34B5E3D61ECB7D05BBDCD65D7@qq";}, 2017-06-09 23:07:31
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"82105d768cf9ea087c8d733f6494bad8";s:8:"username";s:35:"ojKm5wEJD8pJ7CIl2PEUg4qTHLOI@weixin";}, 2017-06-09 23:27:25
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"f58ec89a95fb727e5d6cc153ddcf7683";s:8:"username";s:35:"E83D285C0C225916DE4B5C79064E82D9@qq";}, 2017-06-09 23:36:14
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"e14ea1c21afd78b2e1f2963c0609a6ae";s:8:"username";s:35:"FDBE143360940CA666D72DB7AC49F862@qq";}, 2017-06-09 23:48:16
