post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"82105d768cf9ea087c8d733f6494bad8";s:8:"username";s:35:"ojKm5wEJD8pJ7CIl2PEUg4qTHLOI@weixin";}, 2017-07-06 00:35:30
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"e554435ee362e30a7ca2b472c430d5a5";s:8:"username";s:19:"20170423152022@u591";}, 2017-07-06 19:14:06
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"e554435ee362e30a7ca2b472c430d5a5";s:8:"username";s:19:"20170423152022@u591";}, 2017-07-06 19:14:48
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"e554435ee362e30a7ca2b472c430d5a5";s:8:"username";s:19:"20170423152022@u591";}, 2017-07-06 19:15:32
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"e554435ee362e30a7ca2b472c430d5a5";s:8:"username";s:19:"20170423152022@u591";}, 2017-07-06 19:16:15
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"e554435ee362e30a7ca2b472c430d5a5";s:8:"username";s:19:"20170423152022@u591";}, 2017-07-06 19:16:55
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"e554435ee362e30a7ca2b472c430d5a5";s:8:"username";s:19:"20170423152022@u591";}, 2017-07-06 19:17:37
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"e554435ee362e30a7ca2b472c430d5a5";s:8:"username";s:19:"20170423152022@u591";}, 2017-07-06 19:18:21
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"e554435ee362e30a7ca2b472c430d5a5";s:8:"username";s:19:"20170423152022@u591";}, 2017-07-06 19:19:01
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"e554435ee362e30a7ca2b472c430d5a5";s:8:"username";s:19:"20170423152022@u591";}, 2017-07-06 19:19:44
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"e554435ee362e30a7ca2b472c430d5a5";s:8:"username";s:19:"20170423152022@u591";}, 2017-07-06 19:20:23
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"e554435ee362e30a7ca2b472c430d5a5";s:8:"username";s:19:"20170423152022@u591";}, 2017-07-06 19:21:09
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"e554435ee362e30a7ca2b472c430d5a5";s:8:"username";s:19:"20170423152022@u591";}, 2017-07-06 19:21:53
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"e554435ee362e30a7ca2b472c430d5a5";s:8:"username";s:19:"20170423152022@u591";}, 2017-07-06 19:22:37
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"e554435ee362e30a7ca2b472c430d5a5";s:8:"username";s:19:"20170423152022@u591";}, 2017-07-06 19:23:21
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"e554435ee362e30a7ca2b472c430d5a5";s:8:"username";s:19:"20170423152022@u591";}, 2017-07-06 19:24:05
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"e554435ee362e30a7ca2b472c430d5a5";s:8:"username";s:19:"20170423152022@u591";}, 2017-07-06 19:24:48
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"e554435ee362e30a7ca2b472c430d5a5";s:8:"username";s:19:"20170423152022@u591";}, 2017-07-06 19:25:28
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"e554435ee362e30a7ca2b472c430d5a5";s:8:"username";s:19:"20170423152022@u591";}, 2017-07-06 19:26:10
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"e554435ee362e30a7ca2b472c430d5a5";s:8:"username";s:19:"20170423152022@u591";}, 2017-07-06 19:26:53
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"e554435ee362e30a7ca2b472c430d5a5";s:8:"username";s:19:"20170423152022@u591";}, 2017-07-06 19:27:33
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"e554435ee362e30a7ca2b472c430d5a5";s:8:"username";s:19:"20170423152022@u591";}, 2017-07-06 19:28:15
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"e554435ee362e30a7ca2b472c430d5a5";s:8:"username";s:19:"20170423152022@u591";}, 2017-07-06 19:28:59
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"e554435ee362e30a7ca2b472c430d5a5";s:8:"username";s:19:"20170423152022@u591";}, 2017-07-06 19:29:42
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"e554435ee362e30a7ca2b472c430d5a5";s:8:"username";s:19:"20170423152022@u591";}, 2017-07-06 19:30:22
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"e554435ee362e30a7ca2b472c430d5a5";s:8:"username";s:19:"20170423152022@u591";}, 2017-07-06 19:31:04
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"e554435ee362e30a7ca2b472c430d5a5";s:8:"username";s:19:"20170423152022@u591";}, 2017-07-06 19:31:48
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"e554435ee362e30a7ca2b472c430d5a5";s:8:"username";s:19:"20170423152022@u591";}, 2017-07-06 19:32:31
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"e554435ee362e30a7ca2b472c430d5a5";s:8:"username";s:19:"20170423152022@u591";}, 2017-07-06 19:33:11
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"e554435ee362e30a7ca2b472c430d5a5";s:8:"username";s:19:"20170423152022@u591";}, 2017-07-06 19:33:53
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"e554435ee362e30a7ca2b472c430d5a5";s:8:"username";s:19:"20170423152022@u591";}, 2017-07-06 19:34:36
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"e554435ee362e30a7ca2b472c430d5a5";s:8:"username";s:19:"20170423152022@u591";}, 2017-07-06 19:35:16
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"e554435ee362e30a7ca2b472c430d5a5";s:8:"username";s:19:"20170423152022@u591";}, 2017-07-06 19:35:58
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"e554435ee362e30a7ca2b472c430d5a5";s:8:"username";s:19:"20170423152022@u591";}, 2017-07-06 19:36:42
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"e554435ee362e30a7ca2b472c430d5a5";s:8:"username";s:19:"20170423152022@u591";}, 2017-07-06 19:37:25
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"e554435ee362e30a7ca2b472c430d5a5";s:8:"username";s:19:"20170423152022@u591";}, 2017-07-06 19:38:05
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"e554435ee362e30a7ca2b472c430d5a5";s:8:"username";s:19:"20170423152022@u591";}, 2017-07-06 19:38:47
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"e554435ee362e30a7ca2b472c430d5a5";s:8:"username";s:19:"20170423152022@u591";}, 2017-07-06 19:39:26
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"e554435ee362e30a7ca2b472c430d5a5";s:8:"username";s:19:"20170423152022@u591";}, 2017-07-06 19:40:12
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"e554435ee362e30a7ca2b472c430d5a5";s:8:"username";s:19:"20170423152022@u591";}, 2017-07-06 19:40:56
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"e554435ee362e30a7ca2b472c430d5a5";s:8:"username";s:19:"20170423152022@u591";}, 2017-07-06 19:41:40
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"e554435ee362e30a7ca2b472c430d5a5";s:8:"username";s:19:"20170423152022@u591";}, 2017-07-06 19:42:24
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"e554435ee362e30a7ca2b472c430d5a5";s:8:"username";s:19:"20170423152022@u591";}, 2017-07-06 19:43:08
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"e554435ee362e30a7ca2b472c430d5a5";s:8:"username";s:19:"20170423152022@u591";}, 2017-07-06 19:43:48
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"e554435ee362e30a7ca2b472c430d5a5";s:8:"username";s:19:"20170423152022@u591";}, 2017-07-06 19:44:30
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"e554435ee362e30a7ca2b472c430d5a5";s:8:"username";s:19:"20170423152022@u591";}, 2017-07-06 19:45:14
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"e554435ee362e30a7ca2b472c430d5a5";s:8:"username";s:19:"20170423152022@u591";}, 2017-07-06 19:45:57
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"e554435ee362e30a7ca2b472c430d5a5";s:8:"username";s:19:"20170423152022@u591";}, 2017-07-06 19:46:37
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"e554435ee362e30a7ca2b472c430d5a5";s:8:"username";s:19:"20170423152022@u591";}, 2017-07-06 19:47:19
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"e554435ee362e30a7ca2b472c430d5a5";s:8:"username";s:19:"20170423152022@u591";}, 2017-07-06 19:48:02
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"e554435ee362e30a7ca2b472c430d5a5";s:8:"username";s:19:"20170423152022@u591";}, 2017-07-06 19:48:45
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"e554435ee362e30a7ca2b472c430d5a5";s:8:"username";s:19:"20170423152022@u591";}, 2017-07-06 19:49:25
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"e554435ee362e30a7ca2b472c430d5a5";s:8:"username";s:19:"20170423152022@u591";}, 2017-07-06 19:50:07
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"e554435ee362e30a7ca2b472c430d5a5";s:8:"username";s:19:"20170423152022@u591";}, 2017-07-06 19:50:50
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"e554435ee362e30a7ca2b472c430d5a5";s:8:"username";s:19:"20170423152022@u591";}, 2017-07-06 19:51:30
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"e554435ee362e30a7ca2b472c430d5a5";s:8:"username";s:19:"20170423152022@u591";}, 2017-07-06 19:52:12
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"e554435ee362e30a7ca2b472c430d5a5";s:8:"username";s:19:"20170423152022@u591";}, 2017-07-06 19:52:56
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"e554435ee362e30a7ca2b472c430d5a5";s:8:"username";s:19:"20170423152022@u591";}, 2017-07-06 19:53:39
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"e554435ee362e30a7ca2b472c430d5a5";s:8:"username";s:19:"20170423152022@u591";}, 2017-07-06 19:55:01
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"e554435ee362e30a7ca2b472c430d5a5";s:8:"username";s:19:"20170423152022@u591";}, 2017-07-06 19:55:44
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"e554435ee362e30a7ca2b472c430d5a5";s:8:"username";s:19:"20170423152022@u591";}, 2017-07-06 19:56:24
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"e554435ee362e30a7ca2b472c430d5a5";s:8:"username";s:19:"20170423152022@u591";}, 2017-07-06 19:57:06
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"e554435ee362e30a7ca2b472c430d5a5";s:8:"username";s:19:"20170423152022@u591";}, 2017-07-06 19:57:50
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"e554435ee362e30a7ca2b472c430d5a5";s:8:"username";s:19:"20170423152022@u591";}, 2017-07-06 19:58:33
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"e554435ee362e30a7ca2b472c430d5a5";s:8:"username";s:19:"20170423152022@u591";}, 2017-07-06 19:59:13
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"e554435ee362e30a7ca2b472c430d5a5";s:8:"username";s:19:"20170423152022@u591";}, 2017-07-06 19:59:55
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"e554435ee362e30a7ca2b472c430d5a5";s:8:"username";s:19:"20170423152022@u591";}, 2017-07-06 20:00:39
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"e554435ee362e30a7ca2b472c430d5a5";s:8:"username";s:19:"20170423152022@u591";}, 2017-07-06 20:01:22
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"e554435ee362e30a7ca2b472c430d5a5";s:8:"username";s:19:"20170423152022@u591";}, 2017-07-06 20:02:02
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"e554435ee362e30a7ca2b472c430d5a5";s:8:"username";s:19:"20170423152022@u591";}, 2017-07-06 20:02:44
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"e554435ee362e30a7ca2b472c430d5a5";s:8:"username";s:19:"20170423152022@u591";}, 2017-07-06 20:03:27
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"e554435ee362e30a7ca2b472c430d5a5";s:8:"username";s:19:"20170423152022@u591";}, 2017-07-06 20:04:07
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"e554435ee362e30a7ca2b472c430d5a5";s:8:"username";s:19:"20170423152022@u591";}, 2017-07-06 20:04:49
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"e554435ee362e30a7ca2b472c430d5a5";s:8:"username";s:19:"20170423152022@u591";}, 2017-07-06 20:05:33
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"e554435ee362e30a7ca2b472c430d5a5";s:8:"username";s:19:"20170423152022@u591";}, 2017-07-06 20:06:16
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"e554435ee362e30a7ca2b472c430d5a5";s:8:"username";s:19:"20170423152022@u591";}, 2017-07-06 20:06:56
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"e554435ee362e30a7ca2b472c430d5a5";s:8:"username";s:19:"20170423152022@u591";}, 2017-07-06 20:07:38
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"e554435ee362e30a7ca2b472c430d5a5";s:8:"username";s:19:"20170423152022@u591";}, 2017-07-06 20:08:21
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"e554435ee362e30a7ca2b472c430d5a5";s:8:"username";s:19:"20170423152022@u591";}, 2017-07-06 20:09:01
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"e554435ee362e30a7ca2b472c430d5a5";s:8:"username";s:19:"20170423152022@u591";}, 2017-07-06 20:09:44
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"e554435ee362e30a7ca2b472c430d5a5";s:8:"username";s:19:"20170423152022@u591";}, 2017-07-06 20:10:23
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"e554435ee362e30a7ca2b472c430d5a5";s:8:"username";s:19:"20170423152022@u591";}, 2017-07-06 20:11:09
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"e554435ee362e30a7ca2b472c430d5a5";s:8:"username";s:19:"20170423152022@u591";}, 2017-07-06 20:11:55
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"e554435ee362e30a7ca2b472c430d5a5";s:8:"username";s:19:"20170423152022@u591";}, 2017-07-06 20:12:34
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"e554435ee362e30a7ca2b472c430d5a5";s:8:"username";s:19:"20170423152022@u591";}, 2017-07-06 20:13:13
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"e554435ee362e30a7ca2b472c430d5a5";s:8:"username";s:19:"20170423152022@u591";}, 2017-07-06 20:13:59
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"e554435ee362e30a7ca2b472c430d5a5";s:8:"username";s:19:"20170423152022@u591";}, 2017-07-06 20:14:43
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"e554435ee362e30a7ca2b472c430d5a5";s:8:"username";s:19:"20170423152022@u591";}, 2017-07-06 20:15:27
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"e554435ee362e30a7ca2b472c430d5a5";s:8:"username";s:19:"20170423152022@u591";}, 2017-07-06 20:16:11
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"e554435ee362e30a7ca2b472c430d5a5";s:8:"username";s:19:"20170423152022@u591";}, 2017-07-06 20:16:54
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"e554435ee362e30a7ca2b472c430d5a5";s:8:"username";s:19:"20170423152022@u591";}, 2017-07-06 20:17:34
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"e554435ee362e30a7ca2b472c430d5a5";s:8:"username";s:19:"20170423152022@u591";}, 2017-07-06 20:18:16
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"e554435ee362e30a7ca2b472c430d5a5";s:8:"username";s:19:"20170423152022@u591";}, 2017-07-06 20:19:00
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"e554435ee362e30a7ca2b472c430d5a5";s:8:"username";s:19:"20170423152022@u591";}, 2017-07-06 20:19:43
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"e554435ee362e30a7ca2b472c430d5a5";s:8:"username";s:19:"20170423152022@u591";}, 2017-07-06 20:20:23
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"e554435ee362e30a7ca2b472c430d5a5";s:8:"username";s:19:"20170423152022@u591";}, 2017-07-06 20:21:05
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"e554435ee362e30a7ca2b472c430d5a5";s:8:"username";s:19:"20170423152022@u591";}, 2017-07-06 20:21:49
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"e554435ee362e30a7ca2b472c430d5a5";s:8:"username";s:19:"20170423152022@u591";}, 2017-07-06 20:22:32
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"e554435ee362e30a7ca2b472c430d5a5";s:8:"username";s:19:"20170423152022@u591";}, 2017-07-06 20:23:12
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"e554435ee362e30a7ca2b472c430d5a5";s:8:"username";s:19:"20170423152022@u591";}, 2017-07-06 20:23:54
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"e554435ee362e30a7ca2b472c430d5a5";s:8:"username";s:19:"20170423152022@u591";}, 2017-07-06 20:24:37
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"e554435ee362e30a7ca2b472c430d5a5";s:8:"username";s:19:"20170423152022@u591";}, 2017-07-06 20:25:17
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"e554435ee362e30a7ca2b472c430d5a5";s:8:"username";s:19:"20170423152022@u591";}, 2017-07-06 20:25:59
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"e554435ee362e30a7ca2b472c430d5a5";s:8:"username";s:19:"20170423152022@u591";}, 2017-07-06 20:26:43
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"e554435ee362e30a7ca2b472c430d5a5";s:8:"username";s:19:"20170423152022@u591";}, 2017-07-06 20:27:26
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"e554435ee362e30a7ca2b472c430d5a5";s:8:"username";s:19:"20170423152022@u591";}, 2017-07-06 20:28:06
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"e554435ee362e30a7ca2b472c430d5a5";s:8:"username";s:19:"20170423152022@u591";}, 2017-07-06 20:28:48
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"e554435ee362e30a7ca2b472c430d5a5";s:8:"username";s:19:"20170423152022@u591";}, 2017-07-06 20:29:31
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"e554435ee362e30a7ca2b472c430d5a5";s:8:"username";s:19:"20170423152022@u591";}, 2017-07-06 20:30:11
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"e554435ee362e30a7ca2b472c430d5a5";s:8:"username";s:19:"20170423152022@u591";}, 2017-07-06 20:30:54
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"e554435ee362e30a7ca2b472c430d5a5";s:8:"username";s:19:"20170423152022@u591";}, 2017-07-06 20:31:33
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"e554435ee362e30a7ca2b472c430d5a5";s:8:"username";s:19:"20170423152022@u591";}, 2017-07-06 20:32:19
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"e554435ee362e30a7ca2b472c430d5a5";s:8:"username";s:19:"20170423152022@u591";}, 2017-07-06 20:33:04
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"e554435ee362e30a7ca2b472c430d5a5";s:8:"username";s:19:"20170423152022@u591";}, 2017-07-06 20:33:43
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"e554435ee362e30a7ca2b472c430d5a5";s:8:"username";s:19:"20170423152022@u591";}, 2017-07-06 20:34:22
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"e554435ee362e30a7ca2b472c430d5a5";s:8:"username";s:19:"20170423152022@u591";}, 2017-07-06 20:35:08
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"e554435ee362e30a7ca2b472c430d5a5";s:8:"username";s:19:"20170423152022@u591";}, 2017-07-06 20:35:52
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"e554435ee362e30a7ca2b472c430d5a5";s:8:"username";s:19:"20170423152022@u591";}, 2017-07-06 20:36:31
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"e554435ee362e30a7ca2b472c430d5a5";s:8:"username";s:19:"20170423152022@u591";}, 2017-07-06 20:37:10
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"e554435ee362e30a7ca2b472c430d5a5";s:8:"username";s:19:"20170423152022@u591";}, 2017-07-06 20:37:56
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"e554435ee362e30a7ca2b472c430d5a5";s:8:"username";s:19:"20170423152022@u591";}, 2017-07-06 20:38:40
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"e554435ee362e30a7ca2b472c430d5a5";s:8:"username";s:19:"20170423152022@u591";}, 2017-07-06 20:39:24
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"e554435ee362e30a7ca2b472c430d5a5";s:8:"username";s:19:"20170423152022@u591";}, 2017-07-06 20:40:08
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"e554435ee362e30a7ca2b472c430d5a5";s:8:"username";s:19:"20170423152022@u591";}, 2017-07-06 20:40:52
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"e554435ee362e30a7ca2b472c430d5a5";s:8:"username";s:19:"20170423152022@u591";}, 2017-07-06 20:41:32
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"e554435ee362e30a7ca2b472c430d5a5";s:8:"username";s:19:"20170423152022@u591";}, 2017-07-06 20:42:14
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"e554435ee362e30a7ca2b472c430d5a5";s:8:"username";s:19:"20170423152022@u591";}, 2017-07-06 20:42:58
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"e554435ee362e30a7ca2b472c430d5a5";s:8:"username";s:19:"20170423152022@u591";}, 2017-07-06 20:43:41
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"e554435ee362e30a7ca2b472c430d5a5";s:8:"username";s:19:"20170423152022@u591";}, 2017-07-06 20:44:21
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"e554435ee362e30a7ca2b472c430d5a5";s:8:"username";s:19:"20170423152022@u591";}, 2017-07-06 20:45:03
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"e554435ee362e30a7ca2b472c430d5a5";s:8:"username";s:19:"20170423152022@u591";}, 2017-07-06 20:45:46
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"e554435ee362e30a7ca2b472c430d5a5";s:8:"username";s:19:"20170423152022@u591";}, 2017-07-06 20:46:26
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"e554435ee362e30a7ca2b472c430d5a5";s:8:"username";s:19:"20170423152022@u591";}, 2017-07-06 20:47:08
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"e554435ee362e30a7ca2b472c430d5a5";s:8:"username";s:19:"20170423152022@u591";}, 2017-07-06 20:47:47
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"e554435ee362e30a7ca2b472c430d5a5";s:8:"username";s:19:"20170423152022@u591";}, 2017-07-06 20:48:33
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"e554435ee362e30a7ca2b472c430d5a5";s:8:"username";s:19:"20170423152022@u591";}, 2017-07-06 20:49:17
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"e554435ee362e30a7ca2b472c430d5a5";s:8:"username";s:19:"20170423152022@u591";}, 2017-07-06 20:50:01
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"e554435ee362e30a7ca2b472c430d5a5";s:8:"username";s:19:"20170423152022@u591";}, 2017-07-06 20:50:45
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"e554435ee362e30a7ca2b472c430d5a5";s:8:"username";s:19:"20170423152022@u591";}, 2017-07-06 20:51:29
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"e554435ee362e30a7ca2b472c430d5a5";s:8:"username";s:19:"20170423152022@u591";}, 2017-07-06 20:52:12
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"e554435ee362e30a7ca2b472c430d5a5";s:8:"username";s:19:"20170423152022@u591";}, 2017-07-06 20:52:52
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"e554435ee362e30a7ca2b472c430d5a5";s:8:"username";s:19:"20170423152022@u591";}, 2017-07-06 20:53:35
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"e554435ee362e30a7ca2b472c430d5a5";s:8:"username";s:19:"20170423152022@u591";}, 2017-07-06 20:54:18
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"e554435ee362e30a7ca2b472c430d5a5";s:8:"username";s:19:"20170423152022@u591";}, 2017-07-06 20:54:58
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"e554435ee362e30a7ca2b472c430d5a5";s:8:"username";s:19:"20170423152022@u591";}, 2017-07-06 20:55:40
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"e554435ee362e30a7ca2b472c430d5a5";s:8:"username";s:19:"20170423152022@u591";}, 2017-07-06 20:56:24
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"e554435ee362e30a7ca2b472c430d5a5";s:8:"username";s:19:"20170423152022@u591";}, 2017-07-06 20:57:07
