post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"af9b9e81d24ad68512cd35812df35b79";s:8:"username";s:15:"1488853729@u591";}, 2017-03-07 10:28:53
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"2b3bfb0665276dfae340d5286789fbe1";s:8:"username";s:15:"1488853778@u591";}, 2017-03-07 15:53:26
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"2b3bfb0665276dfae340d5286789fbe1";s:8:"username";s:15:"1488853778@u591";}, 2017-03-07 15:53:45
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"2b3bfb0665276dfae340d5286789fbe1";s:8:"username";s:15:"1488853778@u591";}, 2017-03-07 15:54:10
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"2b3bfb0665276dfae340d5286789fbe1";s:8:"username";s:15:"1488853778@u591";}, 2017-03-07 15:54:28
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"2b3bfb0665276dfae340d5286789fbe1";s:8:"username";s:15:"1488853778@u591";}, 2017-03-07 15:54:49
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"2b3bfb0665276dfae340d5286789fbe1";s:8:"username";s:15:"1488853778@u591";}, 2017-03-07 15:55:07
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"2b3bfb0665276dfae340d5286789fbe1";s:8:"username";s:15:"1488853778@u591";}, 2017-03-07 15:55:28
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"2b3bfb0665276dfae340d5286789fbe1";s:8:"username";s:15:"1488853778@u591";}, 2017-03-07 15:55:53
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"2b3bfb0665276dfae340d5286789fbe1";s:8:"username";s:15:"1488853778@u591";}, 2017-03-07 15:56:12
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"2b3bfb0665276dfae340d5286789fbe1";s:8:"username";s:15:"1488853778@u591";}, 2017-03-07 15:56:37
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"2b3bfb0665276dfae340d5286789fbe1";s:8:"username";s:15:"1488853778@u591";}, 2017-03-07 15:57:00
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"2b3bfb0665276dfae340d5286789fbe1";s:8:"username";s:15:"1488853778@u591";}, 2017-03-07 15:57:22
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"2b3bfb0665276dfae340d5286789fbe1";s:8:"username";s:15:"1488853778@u591";}, 2017-03-07 15:57:43
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"2b3bfb0665276dfae340d5286789fbe1";s:8:"username";s:15:"1488853778@u591";}, 2017-03-07 15:58:01
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"2b3bfb0665276dfae340d5286789fbe1";s:8:"username";s:15:"1488853778@u591";}, 2017-03-07 15:58:22
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"2b3bfb0665276dfae340d5286789fbe1";s:8:"username";s:15:"1488853778@u591";}, 2017-03-07 15:58:47
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"2b3bfb0665276dfae340d5286789fbe1";s:8:"username";s:15:"1488853778@u591";}, 2017-03-07 15:59:07
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"2b3bfb0665276dfae340d5286789fbe1";s:8:"username";s:15:"1488853778@u591";}, 2017-03-07 15:59:32
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"2b3bfb0665276dfae340d5286789fbe1";s:8:"username";s:15:"1488853778@u591";}, 2017-03-07 15:59:51
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"2b3bfb0665276dfae340d5286789fbe1";s:8:"username";s:15:"1488853778@u591";}, 2017-03-07 16:00:16
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"2b3bfb0665276dfae340d5286789fbe1";s:8:"username";s:15:"1488853778@u591";}, 2017-03-07 16:00:38
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"2b3bfb0665276dfae340d5286789fbe1";s:8:"username";s:15:"1488853778@u591";}, 2017-03-07 16:00:59
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"2b3bfb0665276dfae340d5286789fbe1";s:8:"username";s:15:"1488853778@u591";}, 2017-03-07 16:01:17
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"2b3bfb0665276dfae340d5286789fbe1";s:8:"username";s:15:"1488853778@u591";}, 2017-03-07 16:01:38
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"2b3bfb0665276dfae340d5286789fbe1";s:8:"username";s:15:"1488853778@u591";}, 2017-03-07 16:02:03
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"2b3bfb0665276dfae340d5286789fbe1";s:8:"username";s:15:"1488853778@u591";}, 2017-03-07 16:02:22
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"2b3bfb0665276dfae340d5286789fbe1";s:8:"username";s:15:"1488853778@u591";}, 2017-03-07 16:02:47
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"2b3bfb0665276dfae340d5286789fbe1";s:8:"username";s:15:"1488853778@u591";}, 2017-03-07 16:03:06
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"2b3bfb0665276dfae340d5286789fbe1";s:8:"username";s:15:"1488853778@u591";}, 2017-03-07 16:03:31
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"2b3bfb0665276dfae340d5286789fbe1";s:8:"username";s:15:"1488853778@u591";}, 2017-03-07 16:03:50
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"2b3bfb0665276dfae340d5286789fbe1";s:8:"username";s:15:"1488853778@u591";}, 2017-03-07 16:04:11
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"2b3bfb0665276dfae340d5286789fbe1";s:8:"username";s:15:"1488853778@u591";}, 2017-03-07 16:04:29
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"2b3bfb0665276dfae340d5286789fbe1";s:8:"username";s:15:"1488853778@u591";}, 2017-03-07 16:04:53
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"2b3bfb0665276dfae340d5286789fbe1";s:8:"username";s:15:"1488853778@u591";}, 2017-03-07 16:05:15
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"2b3bfb0665276dfae340d5286789fbe1";s:8:"username";s:15:"1488853778@u591";}, 2017-03-07 16:05:37
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"2b3bfb0665276dfae340d5286789fbe1";s:8:"username";s:15:"1488853778@u591";}, 2017-03-07 16:05:59
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"2b3bfb0665276dfae340d5286789fbe1";s:8:"username";s:15:"1488853778@u591";}, 2017-03-07 16:06:21
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"2b3bfb0665276dfae340d5286789fbe1";s:8:"username";s:15:"1488853778@u591";}, 2017-03-07 16:06:43
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"2b3bfb0665276dfae340d5286789fbe1";s:8:"username";s:15:"1488853778@u591";}, 2017-03-07 16:07:04
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"2b3bfb0665276dfae340d5286789fbe1";s:8:"username";s:15:"1488853778@u591";}, 2017-03-07 16:07:22
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"2b3bfb0665276dfae340d5286789fbe1";s:8:"username";s:15:"1488853778@u591";}, 2017-03-07 16:07:43
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"2b3bfb0665276dfae340d5286789fbe1";s:8:"username";s:15:"1488853778@u591";}, 2017-03-07 16:08:09
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"2b3bfb0665276dfae340d5286789fbe1";s:8:"username";s:15:"1488853778@u591";}, 2017-03-07 16:08:28
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"2b3bfb0665276dfae340d5286789fbe1";s:8:"username";s:15:"1488853778@u591";}, 2017-03-07 16:08:53
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"2b3bfb0665276dfae340d5286789fbe1";s:8:"username";s:15:"1488853778@u591";}, 2017-03-07 16:09:15
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"2b3bfb0665276dfae340d5286789fbe1";s:8:"username";s:15:"1488853778@u591";}, 2017-03-07 16:09:37
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"2b3bfb0665276dfae340d5286789fbe1";s:8:"username";s:15:"1488853778@u591";}, 2017-03-07 16:09:59
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"2b3bfb0665276dfae340d5286789fbe1";s:8:"username";s:15:"1488853778@u591";}, 2017-03-07 16:10:20
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"2b3bfb0665276dfae340d5286789fbe1";s:8:"username";s:15:"1488853778@u591";}, 2017-03-07 16:10:38
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"2b3bfb0665276dfae340d5286789fbe1";s:8:"username";s:15:"1488853778@u591";}, 2017-03-07 16:10:59
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"2b3bfb0665276dfae340d5286789fbe1";s:8:"username";s:15:"1488853778@u591";}, 2017-03-07 16:11:24
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"2b3bfb0665276dfae340d5286789fbe1";s:8:"username";s:15:"1488853778@u591";}, 2017-03-07 16:11:43
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"2b3bfb0665276dfae340d5286789fbe1";s:8:"username";s:15:"1488853778@u591";}, 2017-03-07 16:12:08
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"2b3bfb0665276dfae340d5286789fbe1";s:8:"username";s:15:"1488853778@u591";}, 2017-03-07 16:12:27
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"2b3bfb0665276dfae340d5286789fbe1";s:8:"username";s:15:"1488853778@u591";}, 2017-03-07 16:12:52
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"c9ca2391438de6c925877afb8cf5d79e";s:8:"username";s:41:"5DD12CAE-EB0D-4F79-A10F-D9FBC439EB96@u591";}, 2017-03-07 16:13:06
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"2b3bfb0665276dfae340d5286789fbe1";s:8:"username";s:15:"1488853778@u591";}, 2017-03-07 16:13:11
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"c9ca2391438de6c925877afb8cf5d79e";s:8:"username";s:41:"5DD12CAE-EB0D-4F79-A10F-D9FBC439EB96@u591";}, 2017-03-07 16:13:29
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"2b3bfb0665276dfae340d5286789fbe1";s:8:"username";s:15:"1488853778@u591";}, 2017-03-07 16:13:32
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"c9ca2391438de6c925877afb8cf5d79e";s:8:"username";s:41:"5DD12CAE-EB0D-4F79-A10F-D9FBC439EB96@u591";}, 2017-03-07 16:13:37
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"c9ca2391438de6c925877afb8cf5d79e";s:8:"username";s:41:"5DD12CAE-EB0D-4F79-A10F-D9FBC439EB96@u591";}, 2017-03-07 16:13:44
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"2b3bfb0665276dfae340d5286789fbe1";s:8:"username";s:15:"1488853778@u591";}, 2017-03-07 16:13:50
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"2b3bfb0665276dfae340d5286789fbe1";s:8:"username";s:15:"1488853778@u591";}, 2017-03-07 16:14:14
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"2b3bfb0665276dfae340d5286789fbe1";s:8:"username";s:15:"1488853778@u591";}, 2017-03-07 16:14:36
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"2b3bfb0665276dfae340d5286789fbe1";s:8:"username";s:15:"1488853778@u591";}, 2017-03-07 16:14:58
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"2b3bfb0665276dfae340d5286789fbe1";s:8:"username";s:15:"1488853778@u591";}, 2017-03-07 16:15:20
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"2b3bfb0665276dfae340d5286789fbe1";s:8:"username";s:15:"1488853778@u591";}, 2017-03-07 16:15:42
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"fefdede5f4b7a53114078fa6aa342fe2";s:8:"username";s:15:"1488880172@u591";}, 2017-03-07 17:49:38
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"1ba1bb8afb3082005181efc5ac22764e";s:8:"username";s:15:"1488880667@u591";}, 2017-03-07 17:57:53
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"1475e1859d13592fd25967af34332140";s:8:"username";s:15:"1488880873@u591";}, 2017-03-07 18:01:19
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"a95ccd14efe43988577a83d6fcabc65e";s:8:"username";s:15:"1488881164@u591";}, 2017-03-07 18:06:06
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"8784573f790620078e85f5a2d57f7451";s:8:"username";s:15:"1488882040@u591";}, 2017-03-07 18:20:46
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"0e70029986e8f7dbc374941b990b52e6";s:8:"username";s:15:"1488882076@u591";}, 2017-03-07 18:21:22
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"1eecc6a727fff5ecca2ab80639be1528";s:8:"username";s:15:"1488882324@u591";}, 2017-03-07 18:25:30
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"1741f9d4064188c1efd1a73e31ac854e";s:8:"username";s:15:"1488882380@u591";}, 2017-03-07 18:26:26
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"0a6b3eaa1a9782b8fbb9015bed11b84b";s:8:"username";s:15:"1488882667@u591";}, 2017-03-07 18:31:13
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"b1586b41c964362dffa6c0bf5653e508";s:8:"username";s:15:"1488884558@u591";}, 2017-03-07 19:02:39
