
2014-07-03 02:02:46|FAIL|Insert Into sum_daily_archive_detail|MSG=SQLSTATE[42S02]: Base table or view not found: 1146 Table 'u591.sum_daily_archive_detail' doesn't exist
2014-07-03 18:30:14|FAIL|Insert Into sum_daily_archive_detail|MSG=SQLSTATE[42S02]: Base table or view not found: 1146 Table 'u591.sum_daily_archive_detail' doesn't exist
2014-07-10 15:20:53|FAIL|Insert Into sum_daily_archive_detail|MSG=SQLSTATE[42S02]: Base table or view not found: 1146 Table 'u591.sum_daily_archive_detail' doesn't exist
2015-05-01 02:40:06||OK|Insert Into sum_daily_archive_detail|rowCount=3189
2015-05-02 02:40:06||OK|Insert Into sum_daily_archive_detail|rowCount=3182
2015-05-03 02:40:06||OK|Insert Into sum_daily_archive_detail|rowCount=3216
2015-05-04 02:40:06||OK|Insert Into sum_daily_archive_detail|rowCount=3183
2015-05-05 02:40:06||OK|Insert Into sum_daily_archive_detail|rowCount=3126
2015-05-06 02:40:06||OK|Insert Into sum_daily_archive_detail|rowCount=3137
2015-05-07 02:40:06||OK|Insert Into sum_daily_archive_detail|rowCount=3144
2015-05-08 02:40:06||OK|Insert Into sum_daily_archive_detail|rowCount=3138
2015-05-09 02:40:06||OK|Insert Into sum_daily_archive_detail|rowCount=3152
2015-05-10 02:40:06||OK|Insert Into sum_daily_archive_detail|rowCount=3178
2015-05-11 02:40:06||OK|Insert Into sum_daily_archive_detail|rowCount=3156
2015-05-12 02:40:06||OK|Insert Into sum_daily_archive_detail|rowCount=3147
2015-05-13 02:40:06||OK|Insert Into sum_daily_archive_detail|rowCount=3093
2015-05-14 02:40:06||OK|Insert Into sum_daily_archive_detail|rowCount=3106
2015-05-15 02:40:06||OK|Insert Into sum_daily_archive_detail|rowCount=3157
2015-05-16 02:40:06||OK|Insert Into sum_daily_archive_detail|rowCount=3133
2015-05-17 02:40:06||OK|Insert Into sum_daily_archive_detail|rowCount=3156
2015-05-18 02:40:06||OK|Insert Into sum_daily_archive_detail|rowCount=3162
2015-05-19 02:40:06||OK|Insert Into sum_daily_archive_detail|rowCount=3123
2015-05-20 02:40:06||OK|Insert Into sum_daily_archive_detail|rowCount=3095
2015-05-21 02:40:06||OK|Insert Into sum_daily_archive_detail|rowCount=3147
2015-05-22 02:40:06||OK|Insert Into sum_daily_archive_detail|rowCount=3136
2015-05-23 02:40:06||OK|Insert Into sum_daily_archive_detail|rowCount=3111
2015-05-24 02:40:06||OK|Insert Into sum_daily_archive_detail|rowCount=3164
2015-05-25 02:40:06||OK|Insert Into sum_daily_archive_detail|rowCount=3151
2015-05-26 02:40:06||OK|Insert Into sum_daily_archive_detail|rowCount=3116
2015-05-27 02:40:06||OK|Insert Into sum_daily_archive_detail|rowCount=3162
2015-05-28 02:40:06||OK|Insert Into sum_daily_archive_detail|rowCount=3135
2015-05-29 02:40:06||OK|Insert Into sum_daily_archive_detail|rowCount=3060
2015-05-30 02:40:06||OK|Insert Into sum_daily_archive_detail|rowCount=3072
2015-05-31 02:40:06||OK|Insert Into sum_daily_archive_detail|rowCount=3084
2015-06-01 02:40:06||OK|Insert Into sum_daily_archive_detail|rowCount=3032
2015-06-02 02:40:06||OK|Insert Into sum_daily_archive_detail|rowCount=3083
2015-06-03 02:40:06||OK|Insert Into sum_daily_archive_detail|rowCount=3114
2015-06-04 02:40:06||OK|Insert Into sum_daily_archive_detail|rowCount=3099
2015-06-05 02:40:06||OK|Insert Into sum_daily_archive_detail|rowCount=3083
2015-06-06 02:40:06||OK|Insert Into sum_daily_archive_detail|rowCount=3080
2015-06-07 02:40:06||OK|Insert Into sum_daily_archive_detail|rowCount=3084
2015-06-08 02:40:06||OK|Insert Into sum_daily_archive_detail|rowCount=3103
2015-06-09 02:40:06||OK|Insert Into sum_daily_archive_detail|rowCount=3091
2015-06-10 02:40:06||OK|Insert Into sum_daily_archive_detail|rowCount=3061
2015-06-11 02:40:06||OK|Insert Into sum_daily_archive_detail|rowCount=3054
2015-06-12 02:40:06||OK|Insert Into sum_daily_archive_detail|rowCount=3045
2015-06-13 02:40:06||OK|Insert Into sum_daily_archive_detail|rowCount=3052
2015-06-14 02:40:06||OK|Insert Into sum_daily_archive_detail|rowCount=3070
2015-06-15 02:40:06||OK|Insert Into sum_daily_archive_detail|rowCount=3089
2015-06-16 02:40:06||OK|Insert Into sum_daily_archive_detail|rowCount=3049
2015-06-17 02:40:06||OK|Insert Into sum_daily_archive_detail|rowCount=3035
2015-06-18 02:40:06||OK|Insert Into sum_daily_archive_detail|rowCount=3022
2015-06-19 02:40:06||OK|Insert Into sum_daily_archive_detail|rowCount=3036
2015-06-20 02:40:06||OK|Insert Into sum_daily_archive_detail|rowCount=3039
2015-06-21 02:40:06||OK|Insert Into sum_daily_archive_detail|rowCount=3081
2015-06-22 02:40:06||OK|Insert Into sum_daily_archive_detail|rowCount=3050
2015-06-23 02:40:06||OK|Insert Into sum_daily_archive_detail|rowCount=3071
2015-06-24 02:40:06||OK|Insert Into sum_daily_archive_detail|rowCount=3040
2015-06-25 02:40:06||OK|Insert Into sum_daily_archive_detail|rowCount=3047
2015-06-26 02:40:06||OK|Insert Into sum_daily_archive_detail|rowCount=3015
2015-06-27 02:40:06||OK|Insert Into sum_daily_archive_detail|rowCount=3074
2015-06-28 02:40:06||OK|Insert Into sum_daily_archive_detail|rowCount=3065
2015-06-29 02:40:06||OK|Insert Into sum_daily_archive_detail|rowCount=3047
2015-06-30 02:40:06||OK|Insert Into sum_daily_archive_detail|rowCount=3002
2015-07-01 02:40:06||OK|Insert Into sum_daily_archive_detail|rowCount=3034
2015-07-02 02:40:06||OK|Insert Into sum_daily_archive_detail|rowCount=2989
2015-07-03 02:40:06||OK|Insert Into sum_daily_archive_detail|rowCount=2874
2015-07-04 02:40:06||OK|Insert Into sum_daily_archive_detail|rowCount=2876
2015-07-05 02:40:06||OK|Insert Into sum_daily_archive_detail|rowCount=2896
2015-07-06 02:40:06||OK|Insert Into sum_daily_archive_detail|rowCount=2898
2015-07-07 02:40:06||OK|Insert Into sum_daily_archive_detail|rowCount=2853
2015-07-08 02:40:06||OK|Insert Into sum_daily_archive_detail|rowCount=2866
2015-07-09 02:40:06||OK|Insert Into sum_daily_archive_detail|rowCount=2930
2015-07-10 02:40:06||OK|Insert Into sum_daily_archive_detail|rowCount=2897
2015-07-11 02:40:06||OK|Insert Into sum_daily_archive_detail|rowCount=2904
2015-07-12 02:40:06||OK|Insert Into sum_daily_archive_detail|rowCount=2884
2015-07-13 02:40:06||OK|Insert Into sum_daily_archive_detail|rowCount=2931
2015-07-14 02:40:06||OK|Insert Into sum_daily_archive_detail|rowCount=2918
2015-07-15 02:40:06||OK|Insert Into sum_daily_archive_detail|rowCount=2907
2015-07-16 02:40:06||OK|Insert Into sum_daily_archive_detail|rowCount=2899
2015-07-17 02:40:06||OK|Insert Into sum_daily_archive_detail|rowCount=2914
2015-07-18 02:40:06||OK|Insert Into sum_daily_archive_detail|rowCount=2897
2015-07-19 02:40:06||OK|Insert Into sum_daily_archive_detail|rowCount=2903
2015-07-20 02:40:06||OK|Insert Into sum_daily_archive_detail|rowCount=2915
2015-07-21 02:40:06||OK|Insert Into sum_daily_archive_detail|rowCount=2941
2015-07-22 02:40:06||OK|Insert Into sum_daily_archive_detail|rowCount=2926
2015-07-23 02:40:06||OK|Insert Into sum_daily_archive_detail|rowCount=2886
2015-07-24 02:40:06||OK|Insert Into sum_daily_archive_detail|rowCount=2879
2015-07-25 02:40:06||OK|Insert Into sum_daily_archive_detail|rowCount=2909
2015-07-26 02:40:06||OK|Insert Into sum_daily_archive_detail|rowCount=2913
2015-07-27 02:40:06||OK|Insert Into sum_daily_archive_detail|rowCount=2901
2015-07-28 02:40:06||OK|Insert Into sum_daily_archive_detail|rowCount=2876
2015-07-29 02:40:06||OK|Insert Into sum_daily_archive_detail|rowCount=2910
2015-07-30 02:40:06||OK|Insert Into sum_daily_archive_detail|rowCount=2905
2015-07-31 02:40:06||OK|Insert Into sum_daily_archive_detail|rowCount=2866
2015-08-01 02:40:06||OK|Insert Into sum_daily_archive_detail|rowCount=2887
2015-08-02 02:40:06||OK|Insert Into sum_daily_archive_detail|rowCount=2926
2015-08-03 02:40:06||OK|Insert Into sum_daily_archive_detail|rowCount=2901
2015-08-04 02:40:06||OK|Insert Into sum_daily_archive_detail|rowCount=2907
2015-08-05 02:40:06||OK|Insert Into sum_daily_archive_detail|rowCount=2895
2015-08-06 02:40:06||OK|Insert Into sum_daily_archive_detail|rowCount=2923
2015-08-07 02:40:06||OK|Insert Into sum_daily_archive_detail|rowCount=2883
2015-08-08 02:40:06||OK|Insert Into sum_daily_archive_detail|rowCount=2863
2015-08-09 02:40:06||OK|Insert Into sum_daily_archive_detail|rowCount=2853
2015-08-10 02:40:06||OK|Insert Into sum_daily_archive_detail|rowCount=2857
2015-08-11 02:40:06||OK|Insert Into sum_daily_archive_detail|rowCount=2829
2015-08-12 02:40:06||OK|Insert Into sum_daily_archive_detail|rowCount=2871
2015-08-13 02:40:06||OK|Insert Into sum_daily_archive_detail|rowCount=2841
2015-08-14 02:40:06||OK|Insert Into sum_daily_archive_detail|rowCount=2847
2015-08-15 02:40:06||OK|Insert Into sum_daily_archive_detail|rowCount=2892
2015-08-16 02:40:06||OK|Insert Into sum_daily_archive_detail|rowCount=2885
2015-08-17 02:40:06||OK|Insert Into sum_daily_archive_detail|rowCount=2859
2015-08-18 02:40:06||OK|Insert Into sum_daily_archive_detail|rowCount=2842
2015-08-19 02:40:06||OK|Insert Into sum_daily_archive_detail|rowCount=2860
2015-08-20 02:40:06||OK|Insert Into sum_daily_archive_detail|rowCount=2858
2015-08-21 02:40:06||OK|Insert Into sum_daily_archive_detail|rowCount=2835
2015-08-22 02:40:06||OK|Insert Into sum_daily_archive_detail|rowCount=2855
2015-08-23 02:40:06||OK|Insert Into sum_daily_archive_detail|rowCount=2844
2015-08-24 02:40:06||OK|Insert Into sum_daily_archive_detail|rowCount=2820
2015-08-25 02:40:06||OK|Insert Into sum_daily_archive_detail|rowCount=2905
2015-08-26 02:40:06||OK|Insert Into sum_daily_archive_detail|rowCount=2837
2015-08-27 02:40:06||OK|Insert Into sum_daily_archive_detail|rowCount=2808
2015-08-28 02:40:06||OK|Insert Into sum_daily_archive_detail|rowCount=2816
2015-08-29 02:40:06||OK|Insert Into sum_daily_archive_detail|rowCount=2788
2015-08-30 02:40:06||OK|Insert Into sum_daily_archive_detail|rowCount=2852
2015-08-31 02:40:06||OK|Insert Into sum_daily_archive_detail|rowCount=2828
2015-09-01 02:40:06||OK|Insert Into sum_daily_archive_detail|rowCount=2775
2015-09-02 02:40:06||OK|Insert Into sum_daily_archive_detail|rowCount=2711
2015-09-03 02:40:06||OK|Insert Into sum_daily_archive_detail|rowCount=2725
2015-09-04 02:40:06||OK|Insert Into sum_daily_archive_detail|rowCount=2731
2015-09-05 02:40:06||OK|Insert Into sum_daily_archive_detail|rowCount=2738
2015-09-06 02:40:06||OK|Insert Into sum_daily_archive_detail|rowCount=2721
2015-09-07 02:40:06||OK|Insert Into sum_daily_archive_detail|rowCount=2733
2015-09-08 02:40:06||OK|Insert Into sum_daily_archive_detail|rowCount=2702
2015-09-09 02:40:06||OK|Insert Into sum_daily_archive_detail|rowCount=2700
2015-09-10 02:40:06||OK|Insert Into sum_daily_archive_detail|rowCount=2687
2015-09-11 02:40:06||OK|Insert Into sum_daily_archive_detail|rowCount=2739
2015-09-12 02:40:06||OK|Insert Into sum_daily_archive_detail|rowCount=2718
2015-09-13 02:40:06||OK|Insert Into sum_daily_archive_detail|rowCount=2723
2015-09-14 02:40:06||OK|Insert Into sum_daily_archive_detail|rowCount=2727
2015-09-15 02:40:06||OK|Insert Into sum_daily_archive_detail|rowCount=2701
2015-09-16 02:40:06||OK|Insert Into sum_daily_archive_detail|rowCount=2697
2015-09-17 02:40:06||OK|Insert Into sum_daily_archive_detail|rowCount=2652
2015-09-18 02:40:06||OK|Insert Into sum_daily_archive_detail|rowCount=2654
2015-09-19 02:40:06||OK|Insert Into sum_daily_archive_detail|rowCount=2675
2015-09-20 02:40:06||OK|Insert Into sum_daily_archive_detail|rowCount=2706
2015-09-21 02:40:06||OK|Insert Into sum_daily_archive_detail|rowCount=2685
2015-09-22 02:40:06||OK|Insert Into sum_daily_archive_detail|rowCount=2679
2015-09-23 02:40:06||OK|Insert Into sum_daily_archive_detail|rowCount=2728
2015-09-24 02:40:06||OK|Insert Into sum_daily_archive_detail|rowCount=2678
2015-09-25 02:40:06||OK|Insert Into sum_daily_archive_detail|rowCount=2646
2015-09-26 02:40:06||OK|Insert Into sum_daily_archive_detail|rowCount=2658
2015-09-27 02:40:06||OK|Insert Into sum_daily_archive_detail|rowCount=2719
2015-09-28 02:40:06||OK|Insert Into sum_daily_archive_detail|rowCount=2686
2015-09-29 02:40:06||OK|Insert Into sum_daily_archive_detail|rowCount=2662
2015-09-30 02:40:06||OK|Insert Into sum_daily_archive_detail|rowCount=2644
2015-10-01 02:40:06||OK|Insert Into sum_daily_archive_detail|rowCount=2679
2015-10-02 02:40:06||OK|Insert Into sum_daily_archive_detail|rowCount=2707
2015-10-03 02:40:06||OK|Insert Into sum_daily_archive_detail|rowCount=2658
2015-10-04 02:40:06||OK|Insert Into sum_daily_archive_detail|rowCount=2685
2015-10-05 02:40:06||OK|Insert Into sum_daily_archive_detail|rowCount=2667
2015-10-06 02:40:06||OK|Insert Into sum_daily_archive_detail|rowCount=2660
2015-10-07 02:40:06||OK|Insert Into sum_daily_archive_detail|rowCount=2659
2015-10-08 02:40:06||OK|Insert Into sum_daily_archive_detail|rowCount=2674
2015-10-09 02:40:06||OK|Insert Into sum_daily_archive_detail|rowCount=2657
