
2014-07-03 02:02:35|FAIL|Insert Into sum_daily_archive|MSG=SQLSTATE[HY093]: Invalid parameter number: no parameters were bound
2014-07-03 18:23:57|FAIL|Insert Into sum_daily_archive|MSG=SQLSTATE[HY093]: Invalid parameter number: no parameters were bound
2014-07-03 18:29:21|FAIL|Insert Into sum_daily_archive|MSG=SQLSTATE[HY093]: Invalid parameter number: no parameters were bound
2014-07-10 15:20:53|FAIL|Insert Into sum_daily_archive|MSG=SQLSTATE[HY093]: Invalid parameter number: no parameters were bound
2015-02-05 02:40:05|2015-02-05 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-02-06 02:40:05|2015-02-06 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-02-07 02:40:05|2015-02-07 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-02-08 02:40:05|2015-02-08 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-02-09 02:40:05|2015-02-09 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-02-10 02:40:05|2015-02-10 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-02-11 02:40:05|2015-02-11 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-02-12 02:40:05|2015-02-12 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-02-13 02:40:05|2015-02-13 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-02-14 02:40:05|2015-02-14 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-02-15 02:40:05|2015-02-15 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-02-16 02:40:05|2015-02-16 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-02-17 02:40:05|2015-02-17 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-02-18 02:40:05|2015-02-18 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-02-19 02:40:05|2015-02-19 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-02-20 02:40:05|2015-02-20 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-02-21 02:40:05|2015-02-21 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-02-22 02:40:05|2015-02-22 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-02-23 02:40:05|2015-02-23 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-02-24 02:40:05|2015-02-24 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-02-25 02:40:05|2015-02-25 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-02-26 02:40:05|2015-02-26 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-02-27 02:40:05|2015-02-27 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-02-28 02:40:05|2015-02-28 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-03-01 02:40:05|2015-03-01 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-03-02 02:40:05|2015-03-02 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-03-03 02:40:05|2015-03-03 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-03-04 02:40:05|2015-03-04 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-03-05 02:40:05|2015-03-05 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-03-06 02:40:05|2015-03-06 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-03-07 02:40:05|2015-03-07 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-03-08 02:40:05|2015-03-08 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-03-09 02:40:05|2015-03-09 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-03-10 02:40:05|2015-03-10 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-03-11 02:40:05|2015-03-11 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-03-12 02:40:05|2015-03-12 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-03-13 02:40:05|2015-03-13 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-03-14 02:40:05|2015-03-14 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-03-15 02:40:05|2015-03-15 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-03-16 02:40:05|2015-03-16 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-03-17 02:40:05|2015-03-17 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-03-18 02:40:05|2015-03-18 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-03-19 02:40:05|2015-03-19 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-03-20 02:40:05|2015-03-20 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-03-21 02:40:05|2015-03-21 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-03-22 02:40:05|2015-03-22 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-03-23 02:40:05|2015-03-23 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-03-24 02:40:05|2015-03-24 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-03-25 02:40:05|2015-03-25 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-03-26 02:40:05|2015-03-26 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-03-27 02:40:05|2015-03-27 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-03-28 02:40:05|2015-03-28 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-03-29 02:40:05|2015-03-29 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-03-30 02:40:05|2015-03-30 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-03-31 02:40:05|2015-03-31 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-04-01 02:40:05|2015-04-01 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-04-02 02:40:05|2015-04-02 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-04-03 02:40:05|2015-04-03 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-04-04 02:40:05|2015-04-04 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-04-05 02:40:05|2015-04-05 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-04-06 02:40:05|2015-04-06 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-04-07 02:40:05|2015-04-07 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-04-08 02:40:05|2015-04-08 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-04-09 02:40:05|2015-04-09 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-04-10 02:40:05|2015-04-10 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-04-11 02:40:05|2015-04-11 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-04-12 02:40:05|2015-04-12 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-04-13 02:40:05|2015-04-13 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-04-14 02:40:05|2015-04-14 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-04-15 02:40:05|2015-04-15 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-04-16 02:40:05|2015-04-16 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-04-17 02:40:05|2015-04-17 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-04-18 02:40:05|2015-04-18 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-04-19 02:40:05|2015-04-19 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-04-20 02:40:05|2015-04-20 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-04-21 02:40:05|2015-04-21 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-04-22 02:40:05|2015-04-22 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-04-23 02:40:05|2015-04-23 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-04-24 02:40:05|2015-04-24 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-04-25 02:40:05|2015-04-25 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-04-26 02:40:05|2015-04-26 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-04-27 02:40:05|2015-04-27 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-04-28 02:40:05|2015-04-28 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-04-29 02:40:05|2015-04-29 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-04-30 02:40:05|2015-04-30 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-05-01 02:40:05|2015-05-01 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-05-02 02:40:05|2015-05-02 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-05-03 02:40:05|2015-05-03 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-05-04 02:40:05|2015-05-04 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-05-05 02:40:05|2015-05-05 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-05-06 02:40:05|2015-05-06 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-05-07 02:40:05|2015-05-07 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-05-08 02:40:05|2015-05-08 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-05-09 02:40:05|2015-05-09 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-05-10 02:40:05|2015-05-10 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-05-11 02:40:05|2015-05-11 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-05-12 02:40:05|2015-05-12 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-05-13 02:40:05|2015-05-13 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-05-14 02:40:05|2015-05-14 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-05-15 02:40:05|2015-05-15 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-05-16 02:40:05|2015-05-16 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-05-17 02:40:05|2015-05-17 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-05-18 02:40:05|2015-05-18 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-05-19 02:40:05|2015-05-19 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-05-20 02:40:05|2015-05-20 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-05-21 02:40:05|2015-05-21 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-05-22 02:40:05|2015-05-22 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-05-23 02:40:05|2015-05-23 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-05-24 02:40:05|2015-05-24 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-05-25 02:40:05|2015-05-25 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-05-26 02:40:05|2015-05-26 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-05-27 02:40:05|2015-05-27 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-05-28 02:40:05|2015-05-28 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-05-29 02:40:05|2015-05-29 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-05-30 02:40:05|2015-05-30 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-05-31 02:40:05|2015-05-31 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-06-01 02:40:05|2015-06-01 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-06-02 02:40:05|2015-06-02 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-06-03 02:40:05|2015-06-03 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-06-04 02:40:05|2015-06-04 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-06-05 02:40:05|2015-06-05 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-06-06 02:40:05|2015-06-06 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-06-07 02:40:05|2015-06-07 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-06-08 02:40:05|2015-06-08 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-06-09 02:40:05|2015-06-09 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-06-10 02:40:05|2015-06-10 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-06-11 02:40:05|2015-06-11 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-06-12 02:40:05|2015-06-12 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-06-13 02:40:05|2015-06-13 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-06-14 02:40:05|2015-06-14 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-06-15 02:40:05|2015-06-15 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-06-16 02:40:05|2015-06-16 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-06-17 02:40:05|2015-06-17 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-06-18 02:40:05|2015-06-18 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-06-19 02:40:05|2015-06-19 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-06-20 02:40:05|2015-06-20 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-06-21 02:40:05|2015-06-21 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-06-22 02:40:05|2015-06-22 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-06-23 02:40:05|2015-06-23 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-06-24 02:40:05|2015-06-24 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-06-25 02:40:05|2015-06-25 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-06-26 02:40:05|2015-06-26 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-06-27 02:40:05|2015-06-27 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-06-28 02:40:05|2015-06-28 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-06-29 02:40:05|2015-06-29 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-06-30 02:40:05|2015-06-30 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-07-01 02:40:05|2015-07-01 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-07-02 02:40:05|2015-07-02 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-07-03 02:40:05|2015-07-03 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-07-04 02:40:05|2015-07-04 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-07-05 02:40:05|2015-07-05 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-07-06 02:40:05|2015-07-06 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-07-07 02:40:05|2015-07-07 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-07-08 02:40:05|2015-07-08 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-07-09 02:40:05|2015-07-09 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-07-10 02:40:05|2015-07-10 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-07-11 02:40:05|2015-07-11 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-07-12 02:40:05|2015-07-12 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-07-13 02:40:05|2015-07-13 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-07-14 02:40:05|2015-07-14 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-07-15 02:40:05|2015-07-15 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-07-16 02:40:05|2015-07-16 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-07-17 02:40:05|2015-07-17 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-07-18 02:40:05|2015-07-18 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-07-19 02:40:05|2015-07-19 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-07-20 02:40:05|2015-07-20 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-07-21 02:40:05|2015-07-21 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-07-22 02:40:05|2015-07-22 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-07-23 02:40:05|2015-07-23 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-07-24 02:40:05|2015-07-24 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-07-25 02:40:05|2015-07-25 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-07-26 02:40:05|2015-07-26 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-07-27 02:40:05|2015-07-27 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-07-28 02:40:05|2015-07-28 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-07-29 02:40:05|2015-07-29 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-07-30 02:40:05|2015-07-30 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-07-31 02:40:05|2015-07-31 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-08-01 02:40:05|2015-08-01 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-08-02 02:40:05|2015-08-02 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-08-03 02:40:05|2015-08-03 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-08-04 02:40:05|2015-08-04 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-08-05 02:40:05|2015-08-05 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-08-06 02:40:05|2015-08-06 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-08-07 02:40:05|2015-08-07 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-08-08 02:40:05|2015-08-08 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-08-09 02:40:05|2015-08-09 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-08-10 02:40:05|2015-08-10 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-08-11 02:40:05|2015-08-11 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-08-12 02:40:05|2015-08-12 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-08-13 02:40:05|2015-08-13 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-08-14 02:40:05|2015-08-14 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-08-15 02:40:05|2015-08-15 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-08-16 02:40:05|2015-08-16 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-08-17 02:40:05|2015-08-17 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-08-18 02:40:05|2015-08-18 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-08-19 02:40:05|2015-08-19 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-08-20 02:40:05|2015-08-20 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-08-21 02:40:05|2015-08-21 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-08-22 02:40:05|2015-08-22 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-08-23 02:40:05|2015-08-23 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-08-24 02:40:05|2015-08-24 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-08-25 02:40:05|2015-08-25 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-08-26 02:40:05|2015-08-26 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-08-27 02:40:05|2015-08-27 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-08-28 02:40:05|2015-08-28 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-08-29 02:40:05|2015-08-29 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-08-30 02:40:05|2015-08-30 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-08-31 02:40:05|2015-08-31 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-09-01 02:40:05|2015-09-01 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-09-02 02:40:05|2015-09-02 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-09-03 02:40:05|2015-09-03 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-09-04 02:40:05|2015-09-04 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-09-05 02:40:05|2015-09-05 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-09-06 02:40:05|2015-09-06 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-09-07 02:40:05|2015-09-07 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-09-08 02:40:05|2015-09-08 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-09-09 02:40:05|2015-09-09 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-09-10 02:40:05|2015-09-10 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-09-11 02:40:05|2015-09-11 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-09-12 02:40:05|2015-09-12 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-09-13 02:40:05|2015-09-13 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-09-14 02:40:05|2015-09-14 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-09-15 02:40:05|2015-09-15 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-09-16 02:40:05|2015-09-16 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-09-17 02:40:05|2015-09-17 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-09-18 02:40:05|2015-09-18 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-09-19 02:40:05|2015-09-19 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-09-20 02:40:05|2015-09-20 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-09-21 02:40:05|2015-09-21 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-09-22 02:40:05|2015-09-22 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-09-23 02:40:05|2015-09-23 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-09-24 02:40:05|2015-09-24 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-09-25 02:40:05|2015-09-25 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-09-26 02:40:05|2015-09-26 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-09-27 02:40:05|2015-09-27 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-09-28 02:40:05|2015-09-28 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-09-29 02:40:05|2015-09-29 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-09-30 02:40:05|2015-09-30 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-10-01 02:40:06|2015-10-01 02:40:06|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-10-02 02:40:05|2015-10-02 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-10-03 02:40:05|2015-10-03 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-10-04 02:40:05|2015-10-04 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-10-05 02:40:05|2015-10-05 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-10-06 02:40:05|2015-10-06 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-10-07 02:40:05|2015-10-07 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-10-08 02:40:05|2015-10-08 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
2015-10-09 02:40:05|2015-10-09 02:40:05|OK|Insert Into sum_daily_archive_all|rowCount=1
